id,kudos,title,keywords,amount_keywords,romanticCategory,rating,contentWarning,words,packaged,published,up_time
19728049,21,What the Moonlight Illuminates,"Rutting, First Time, Alternate Universe - Soulmates, Implied/Referenced Character Death, Suicide Attempt, Alternate Universe - Royalty, Fluff and Angst, Slow Burn, Eventual Romance, Attempted Rape/Non-Con, Minor Jung Hoseok | J-Hope/Min Yoongi | Suga, Eventual Smut, Parent/Child Incest, Alpha/Beta/Omega Dynamics, Plot Driven, Alternate Universe - Fantasy, Friends to Lovers, Falling In Love, Minor Kim Namjoon | RM/Kim Seokjin | Jin, Domestic Fluff, References to Ancient Greek Religion & Lore, Mating Cycles/In Heat, Alternate Universe - Medieval",23,M/M,Mature,Creator Chose Not To Use Archive Warnings,9517,2022-09-01T03:34:20,2019-07-08,38
19754917,201,Sorted With You,"Protective Kim Taehyung | V, Dirty Talk, Safeword Use, Beta Park Jimin, Jeon Jungkook/Kim Taehyung | V Smut, Jeon Jungkook is a Little Shit, Aftercare, Gryffindor Jeon Jungkook, Shy Jeon Jungkook, Hufflepuff Kim Seokjin | Jin, Alpha Kim Namjoon | RM, Fluff and Angst, Dom Kim Taehyung | V, Kim Taehyung | V is Whipped, Sub Jeon Jungkook, Jeon Jungkook & Kim Taehyung | V are Rivals, Bottom Jeon Jungkook, Hufflepuff Jung Hoseok | J-Hope, Eventual Romance, Cute Jeon Jungkook, Ravenclaw Kim Namjoon | RM, Slytherin Min Yoongi | Suga, Alpha Kim Taehyung | V, Kim Taehyung | V is a Dork, Gryffindor Park Jimin, Eventual Smut, Alpha Jung Hoseok | J-Hope, Alpha/Beta/Omega Dynamics, Top Kim Taehyung | V, Dom/sub, Fluff, Gryffindor Kim Taehyung | V, Subdrop, Beta Kim Seokjin | Jin, Enemies to Lovers, Praise Kink, (not too much angst), Alternate Universe - Hogwarts, Oblivious Kim Taehyung | V, Hyung Kink, Omega Min Yoongi | Suga, Jeon Jungkook is a Brat, Omega Jeon Jungkook, Mating Cycles/In Heat",44,M/M,Mature,Creator Chose Not To Use Archive Warnings,1898,2022-09-01T09:23:05,2019-07-28,38
19724134,69,Good Morning Call,"Just a bit of fun, Unrequited Love, Alpha Kim Taehyung | V, Based on a TV show, Alpha Min Yoongi | Suga, Kim Namjoon and Park Jimin are childhood friends, Alternate Universe - High School, Alpha/Beta/Omega Dynamics, Fluff, Omega Jeon Jungkook, Min Yoongi | Suga is Bad at Feelings, Omega Park Jimin (BTS), Eventual Romance, Cliche",14,M/M,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,3885,2022-09-01T02:54:51,2019-07-08,38
1916718,965,There's Magic in this Life,"Alpha/Beta/Omega Dynamics, Coming Out, Bottom Louis, brief mentions of ben winston and nick grimshaw it's blink and you miss it, Friends to Lovers, Accidental Knotting",6,M/M,Explicit,Creator Chose Not To Use Archive Warnings,7326,2022-05-28T06:33:42,2014-07-08,94
18857785,897,without you (this ocean is a desert),"Angst, Alpha Kim Taehyung | V, Anal Sex, Omega Verse, :), Eventual Smut, Alternate Universe - High School, Omega Jeon Jungkook, Alpha/Beta/Omega Dynamics, Anal Fingering, Getting Together, Barebacking, Alpha/Omega, Friends to Enemies, Enemies to Lovers, Bullying, Mating Cycles/In Heat, cliche 'oh no we're forced to work together on a project'",18,M/M,Explicit,No Archive Warnings Apply,6175,2022-03-09T05:22:47,2019-05-23,34
18612946,1105,The Transfer Alpha,"Top Jeon Jungkook, mention of omega slick, Anal Sex, Alpha Jungkook, One Shot, Kim Taehyung | V is a Brat, Alpha/Beta/Omega Dynamics, Smut, Mutual Pining, Bottom Kim Taehyung | V, Anal Play, Omega Taehyung, Pining, Alpha/Omega, Enemies to Lovers, Alternate Universe - College/University",16,M/M,Explicit,Creator Chose Not To Use Archive Warnings,4760,2022-03-11T08:05:54,2019-04-27,35
1854871,128,Love me Good,"Fingering, Anal Sex, Knotting, Wolves, bareback, First Time, Alpha/Beta/Omega Dynamics, Friends to Lovers, Alpha/Omega, Mating Cycles/In Heat",10,M/M,Explicit,No Archive Warnings Apply,1138,2022-05-23T10:32:59,2014-06-27,95
18213938,133,It was always you *ON HOLD*,"Alpha Louis, Alpha Zayn, Omega Harry, sorry haha, Pretty Harry Styles, Alpha/Beta/Omega Dynamics, drugged Harry, Mutual Pining, Sad Harry, Friends to Lovers, Alpha Liam Payne, Protective Louis, Omega Niall, Attempted Rape/Non-Con, bad description",15,M/M,Not Rated,Rape/Non-Con,5000,2022-03-01T23:47:03,2019-03-23,36
17895560,637,make you never wanna leave,"Omega Harry, Omega/Omega, Omega Louis, First Time, Minor Sexuality Crisis, Alpha/Beta/Omega Dynamics, Dom/sub Undertones, Non-Traditional Alpha/Beta/Omega Dynamics, Friends to Lovers, Friends With Benefits, High School, Explicit Sexual Content",12,M/M,Explicit,Creator Chose Not To Use Archive Warnings,9126,2022-02-26T09:16:34,2019-03-01,35
17741432,1722,tonight you belong to me,"Rutting, Anal Sex, Knotting, Blowjobs, Jealousy, Pining, Alpha/Omega, Love Confessions, Kissing, somehow the smut chapter became the fluffiest thing I've ever written???, Mutual Pining, Alpha Kim Taehyung | V, sub space, Eventual Smut, Alpha Jung Hoseok | J-Hope, Alpha/Beta/Omega Dynamics, Anal Fingering, Fluff and Smut, Alpha Park Jimin (BTS), Dom/sub, Porn With Plot, Friends to Lovers, Falling In Love, Omega Verse, Porn with Feelings, Omega Jeon Jungkook, Mating Cycles/In Heat, Best Friends",28,M/M,Explicit,No Archive Warnings Apply,8270,2022-02-28T06:32:53,2019-02-11,36
17394239,33,When Two Idiots Really Really Love Each Other.....,"Action, Taekook are idiots, Jeon Jungkook is Whipped, Prince Min Yoongi | Suga, Jeon Jungkook is a Little Shit, Alternate Universe - Royalty, Crack, Omega Park Jimin (BTS), Human Jeon Jungkook, Beta Min Yoongi, Kim Taehyung | V is a Little Shit, Park Jimin (BTS) is a Sweetheart, Alpha Kim Taehyung | V, Warrior Kim Taehyung, Alpha/Beta/Omega Dynamics, Fluff, Humor, Enemies to Lovers, Yoonmin is a side pairing, Kim Taehyung | V & Park Jimin are Best Friends, Banter, Warrior Jeon Jungkook",22,M/M,Not Rated,No Archive Warnings Apply,2624,2022-08-30T02:18:04,2019-01-12,43
1695623,1417,I see your stars begin to shine,"Pining, only bc I horrible at it, Growing Up, Omega Louis, Alternate Universe - High School, a tiny bit of angst, Growing Up Together, Alpha/Beta/Omega Dynamics, Fluff, Friends to Lovers, Alpha/Omega, Alpha Harry, non smut",13,M/M,Not Rated,Creator Chose Not To Use Archive Warnings,5077,2022-05-26T04:47:36,2014-05-27,96
16930206,240,Jealousy Dances,"Park Jimin Is a Tease, Alpha Jeon Jungkook, Jealousy, Dancer Park Jimin (BTS), Inspired by Blood Sweat & Tears (Music Video), Alternate Universe - College/University, Alpha Kim Namjoon | RM, super cute, Fluff and Angst, Pack Feels, Dance Instructor Park Jimin, interviews where jimin touches a thigh and everyones all 0.o, Omega Kim Seokjin | Jin, Cuddling & Snuggling, you gotta squint, Pack Dynamics, Alpha Kim Taehyung | V, Not Beta Read, Alpha Min Yoongi | Suga, Alpha Jung Hoseok | J-Hope, Alpha/Beta/Omega Dynamics, Fluff, Friends to Lovers, Just a little tho, just a little angst tho, Roses, namjin is adorable and sappy, Domestic Fluff, Omega Park Jimin",29,M/M,Not Rated,No Archive Warnings Apply,4933,2022-02-26T16:23:15,2018-12-10,38
16874139,228,A Shot at Love,"Alpha Victor Nikiforov, hospital au, Alpha/Beta/Omega Dynamics, Omega Katsuki Yuuri, Friends to Lovers",5,M/M,Mature,Creator Chose Not To Use Archive Warnings,1478,2022-06-26T03:26:00,2018-12-06,42
16634423,525,Bitten,"Mating Bond, Everyone Is Alive, Childhood Friends, Alternate Universe - Modern Setting, Alternate Universe - High School, Mating Bites, Alpha/Beta/Omega Dynamics, Alternate Universe, Omega Castiel, Friends to Lovers, First Kiss, Alpha Dean Winchester",12,M/M,General Audiences,No Archive Warnings Apply,1185,2022-02-07T12:35:06,2018-11-20,39
16478492,55,Snail's Pace,"Growing Up, Alpha Dean, Alpha/Beta/Omega Dynamics, Alternate Universe, Omega Castiel, Friends to Lovers, Slice of Life, others think they're dating, Roommates, Destiel endgame",10,M/M,Teen And Up Audiences,No Archive Warnings Apply,687,2022-02-10T07:12:25,2018-10-31,40
1487080,99,Howls under the Moonlight ***BEING EDITED***,"Witches, Stiles Takes Care Of Derek, Derek is an alpha, Relationship Problems, Magic Stiles, Panic Attacks, Stubborn Derek, Pack Feels, The Jungle (Teen Wolf), Past Relationship(s), Derek finally smiles!, Pack Dynamics, Sleepovers, Alpha/Beta/Omega Dynamics, Friends to Lovers, First Kiss, Stiles Takes Care Of The Pack, Hurt feelings, Non-Sexual Submission, Other Additional Tags to Be Added, Mythical Beings & Creatures",21,F/F,Not Rated,Graphic Depictions Of Violence,3877,2022-08-25T17:15:53,2014-04-19,100
14833965,614,Not Who You Think,"cute nicknames, Eventual Smut, Angry Bakugou Katsuki, accidental catfish, omega izuku, Alpha Katsuki, Alpha/Beta/Omega Dynamics, Romance, Eventual Romance, ruts, Heats, Yaoi, Misunderstandings, Online Friendship, Online Romance",15,M/M,Explicit,Creator Chose Not To Use Archive Warnings,6406,2022-08-30T13:34:18,2018-06-03,50
14633340,1573,looking on him brought a flood,"Bottom Katsuki Yuuri, Mortal Victor Nikiforov, Alpha Victor Nikiforov, God Katsuki Yuuri, Eros and Psyche, Alpha/Beta/Omega Dynamics, Smut, Top Victor Nikiforov, Omega Katsuki Yuuri, Alternate Universe - Greek Mythology, Friends to Lovers, Mating Cycles/In Heat, Falling In Love",13,M/M,Explicit,No Archive Warnings Apply,4718,2022-01-30T11:29:17,2018-05-14,44
14633013,255,Strawberry Cotton Candy,"Mating Bond, Childhood Friends, Omega Louis, Alpha/Beta/Omega Dynamics, Smut, Slice of Life, Fluff, Friends to Lovers, Alpha Harry",9,M/M,Mature,Creator Chose Not To Use Archive Warnings,8816,2022-01-30T10:44:57,2018-05-13,44
14567853,57,Taste of the Forbidden Fruit,"Half-Vampires, Age Difference, Hurt/Comfort, First Time, Alternate Universe - Soulmates, Implied/Referenced Cheating, taekook, Alpha/Omega, Everyone Is Gay, First Love, Friendship, Mpreg, Children, Were-Creatures, Fights, Emotional Manipulation, Theres a Bad Guy, Angst, Werebabies, Angst with a Happy Ending, Alpha/Beta/Omega Dynamics, Fluff, Alternate Universe - Fantasy, Enemies to Lovers, Jimin Is Shy, lying, Tae is sassy, Hurt, Vampires, Mean Girl, Friends to Enemies",31,F/M,Mature,Graphic Depictions Of Violence,4370,2022-08-24T23:06:23,2018-05-07,51
14507046,706,And I Will Steady Your Hand,"Fluff and Angst, Support Group, Alpha/Beta/Omega Dynamics, Happy Ending, Friends to Lovers, Pining, Mating Cycles/In Heat, Alternate Universe - College/University",8,M/M,Explicit,No Archive Warnings Apply,9485,2022-01-29T08:01:34,2018-05-09,44
13643172,827,May-December,"Alpha/Beta, Mutual Masturbation, Sort of????, Age Difference, Aged-Up Character(s), Single Dad!Midoriya Izuku, First Times, Beta!Izuku, Fluff and Angst, Wet Dream, Seduction, Pro-Hero In Training!Katsuki, Mutual Pining, Alpha!Katsuki, Semi-Public Sex, Drunken Flirting, childhood crush, Alpha/Beta/Omega Dynamics, Fluff and Smut, Fluff, Non-Traditional Alpha/Beta/Omega Dynamics, Doctor Kink, Friends to Lovers, Quirkless Midoriya Izuku, Age Play, KTDK Valentines 2018, Feels, Babysitting",28,M/M,Mature,Creator Chose Not To Use Archive Warnings,8291,2022-07-23T05:49:07,2018-02-11,53
13501708,2061,Electric Touch,"Alpha Kim Taehyung | V, Anal Sex, Knotting, vkook, Power Dynamics, namseok - Freeform, Alpha/Beta/Omega Dynamics, Bottom Jeon Jungkook, Anal Fingering, Top Kim Taehyung | V, yoonjin - Freeform, taekook, Alpha Jeon Jungkook, Enemies to Lovers, side pairs are brief, Hate to Love, Alpha/Alpha",17,M/M,Explicit,No Archive Warnings Apply,4830,2022-01-30T17:35:57,2018-01-28,48
13318224,1278,Woke Up Feeling Knotty,"Beta Louis, Friends With Benefits, Knotting, or Sex Chat more accurately, Virgin Louis, Loss of Virginity, knotting kink, Alpha/Beta/Omega Dynamics, Mistaken Identity, Sexting, Friends to Lovers, Alphasexual Louis, Knotting Dildos, Alpha Harry, porn blog",15,M/M,Explicit,Creator Chose Not To Use Archive Warnings,7903,2022-01-31T18:06:46,2018-01-09,48
13309131,137,Embracing Me,"this might be a slow burn, Alternate Universe - Normal High School, Developing Relationship, Implied/Referenced Underage Drinking, Social Media, Omegaverse, High School, Kissing, Boys In Love, Alpha Victor Nikiforov, Young Love, Party, Alternate Universe, Boys Kissing, Omega Katsuki Yuuri, Partying, Getting to Know Each Other, Getting Together, Eventual Romance, not sure, Tooth-Rotting Fluff, Eventual Relationships, Alpha/Beta/Omega Dynamics, Tags Contain Spoilers, Does 13-14 count as childhood?, Fluff, Childhood Sweethearts, high school sweethearts, First Kiss, Falling In Love, Slow Build?, Omega Verse, idk - Freeform, Childhood Friends, Social Anxiety, Alternate Universe - High School, Happy Ending, Other Additional Tags to Be Added, Slice of Life, Alternate Universe - Childhood Friends",40,F/M,General Audiences,No Archive Warnings Apply,8165,2022-08-25T19:32:58,2018-01-08,55
12833709,876,been here all along,"Top Castiel, Bottom Dean, Alternate Universe - Modern Setting, Sharing a Bed, Alpha/Beta/Omega Dynamics, 5+1 Things, Alpha Castiel (Supernatural), Friends to Lovers, We Are All Jojo, Omega Dean, Buttertacles Attacks Take 2",11,M/M,Explicit,No Archive Warnings Apply,7590,2022-02-02T03:11:55,2017-11-28,51
12779709,411,Penpals,"Oblivious Dean, Scenting, Scent bonds, One Shot, First Meetings, SPN A/B/O Bingo, Kid Fic, Alpha/Beta/Omega Dynamics, Fluff, Childhood Sweethearts, Complete, Alpha Castiel (Supernatural), Friends to Lovers, True Mates, Omega Dean",15,M/M,General Audiences,No Archive Warnings Apply,3346,2022-01-28T23:40:00,2017-11-20,50
12372834,966,Love So Soft,"No Smut, early heat, Omega Louis, early rut, Accidental Bonding, Alpha/Beta/Omega Dynamics, Alternate Universe, Fluff, Friends to Lovers, Alpha Harry, Mating Cycles/In Heat",11,M/M,Not Rated,No Archive Warnings Apply,4662,2022-01-24T06:16:20,2017-10-18,51
12200784,356,Pile Of Quarters,"Competition, Castiel's people skills are rusty, Charlie Bradbury & Dean Winchester Friendship, Alternate Universe - High School, One Shot, SPN A/B/O Bingo, First Meetings, Alpha/Beta/Omega Dynamics, High Scores, Complete, Fluff, Alpha Castiel (Supernatural), Omega Charlie, Enemies to Lovers, Omega Dean, video gaming, Arcades",17,M/M,Teen And Up Audiences,No Archive Warnings Apply,1752,2022-01-18T23:29:30,2017-09-27,52
11275674,1380,kiss with a fist (is better than none),"Not in the UK but yes in USA, Slight ish d/s feels, Consensual Underage Sex, Knotting, Anal Sex, Bottom!Harry, Alpha/Omega, 18-Year-Old Louis Tomlinson, Alcohol, Self-Lubrication, Hair-pulling, Mildly Dubious Consent, top!Louis, Rough Kissing, 16-Year-Old Harry, Alpha/Beta/Omega Dynamics, because heats yo, Enemies to Lovers, Oral Sex, Omega Harry, Dubiously Consensual Blow Jobs, Animalistic, Overstimulation, Alpha Louis, Mating Cycles/In Heat",25,M/M,Explicit,Underage,7079,2022-01-22T05:17:05,2017-06-22,55
11221314,132,"i'm sorry hyung, but I love you.","Smut, Alpha/Omega, Dom Jimin, Dom Jungkook, Fluff and Angst, Omega Jungkook, Mpreg, Sub Jungkook, Sub Jimin, Angst, Implied Mpreg, Alpha/Beta/Omega Dynamics, Alpha Jimin, Fluff and Smut, Alcohol Abuse/Alcoholism, Fluff, Friends to Lovers, Omega Verse, Childhood Friends, Other Additional Tags to Be Added, BDSM",21,M/M,Explicit,Creator Chose Not To Use Archive Warnings,1616,2022-08-20T06:31:27,2017-06-17,62
11195445,1301,No Chance At All,"Wow, Alpha Harry, I have no idea how to tag this fic, Scenting, Omega Louis, LOLLLL, Alpha/Beta/Omega Dynamics, Alternate Universe, Fluff, okay so, Kinda, American AU, Omega Niall, I'm Sorry, Enemies to Lovers, Misunderstandings, oh gosh i didn't write anyone else into this did i",17,M/M,Not Rated,No Archive Warnings Apply,4505,2022-01-23T10:10:36,2017-06-14,55
39914904,6,The leap that brought them back together,"Protective Bakugou Katsuki, Asexual Relationships, Bakugou Katsuki Swears A Lot, Dead Midoriya Inko, Anal Sex, Midoriya Izuku Has One for All Quirk, past Abusive ochako, Abusive Midoriya Inko, Suicide Attempt, Boku no Hero Academia | My Hero Academia Manga Spoilers, Panic Attacks, Midoriya Izuku Needs A Hug, Omega Midoriya Izuku, Cute Midoriya Izuku, Alpha Bakugou Katsuki, Switch Midoriya Izuku, past abusive todoroki, Past Relationship(s), Attempt at Humor, Switch Bakugou Katsuki, Eventual Romance, Come Swallowing, Past Rape/Non-con, Pro Hero Midoriya Izuku, Eventual Smut, Midoriya Izuku Needs Therapy, Bakugou Katsuki is a Good Cook, Alpha/Beta/Omega Dynamics, Sex Toys, Praise Kink, Depressed Midoriya Izuku, Oral Sex, Past Abuse, Rimming, Master/Pet, Suicidal Midoriya Izuku, Bakugou Katsuki is a Good Significant Other, Post-Traumatic Stress Disorder - PTSD, Bakugou Katsuki is Good at Feelings, Eventual Happy Ending",40,F/M,Mature,Creator Chose Not To Use Archive Warnings,2031,2022-09-16T07:41:01,2022-06-27,3
39664587,351,Where the Watermelons Rot,"He's still a psycho though, Manipulation, Secrets, Alpha Hannibal Lecter, Hannibal Lecter is the Chesapeake Ripper, Self-Esteem Issues, POV Alternating, Sassy Will Graham, Sort Of, Hallucinations, Omega Will Graham, Alpha/Beta/Omega Dynamics, Enemies to Lovers, Undercover, Caring Hannibal Lecter, Moral Dilemmas, Hannibal Lecter is a Cannibal, Undercover Missions, Hannibal Lecter is a Softie, Mating Cycles/In Heat",20,M/M,Explicit,Graphic Depictions Of Violence,6099,2022-09-15T06:22:42,2022-06-15,3
39586662,70,milkshake and fries,"Anal Sex, I Don't Even Know, Breaking Up & Making Up, Smut, Non-Consensual Mating, Time Skips, Alpha/Omega, is that even a thing?, Bottom Jeon Jungkook, Mildly Dubious Consent, Alpha Kim Taehyung | V, How Do I Tag, Top Kim Taehyung | V, Alpha/Beta/Omega Dynamics, Friends to Lovers, Sugar Daddy Kim Taehyung | V, Happy Ending, Dom/sub Undertones, discrimination against omegas, Omega Jeon Jungkook",20,M/M,Not Rated,Creator Chose Not To Use Archive Warnings,4741,2022-09-15T05:37:44,2022-06-12,3
37193596,7,When Night Comes,"Running Away, Hurt/Comfort, Language Barrier, Slavery, Alpha Jeon Jungkook, Slow Burn, Separations, Alternate Universe, Mutual Pining, Revenge, Angst, Sexual Content, Alpha/Beta/Omega Dynamics, Fluff, Non-Traditional Alpha/Beta/Omega Dynamics, Friends to Lovers, Sexual Tension, Childhood Friends, Romance, Captivity, Cultural Differences",21,M/M,Mature,Creator Chose Not To Use Archive Warnings,5472,2022-09-06T12:45:51,2022-02-17,7
37069825,54,Home in you,"Omega Kim Taehyung | V, Insecurity, Unrequited Love, Light Angst, Underage Drinking, Growing Up, Eventual Smut, Implied Mpreg, Childhood Friends, Slow Burn, Growing Up Together, Alpha/Beta/Omega Dynamics, Fluff, Alpha Jeon Jungkook, Jeon Jungkook & Min Yoongi | Suga are Siblings, Friends to Lovers, Mating Cycles/In Heat, Misunderstandings",18,M/M,Explicit,Creator Chose Not To Use Archive Warnings,8401,2022-03-05T00:10:02,2022-02-12,1
3702357,1619,Gladioli,"Pining Dean, Tooth-Rotting Fluff, First Time, Alpha Dean, Alpha/Beta/Omega Dynamics, Alternate Universe, Omega Castiel, Friends to Lovers, Fluff, Pining, First Kiss, Misunderstandings, Jealous Dean",13,M/M,Teen And Up Audiences,No Archive Warnings Apply,2773,2022-04-07T06:08:32,2015-04-07,84
27816496,232,you & me together,"Established Relationship, Mpreg, very narrative heavy i’m sorry, Alpha/Beta/Omega Dynamics, (but not really), Fluff, Alpha Jeon Jungkook, Friends to Lovers, Panic Attacks, i've never had to survive in the wilderness so there's definitely going to be inaccuracies in here, Omega Park Jimin (BTS), implied minor character death",12,M/M,Mature,Creator Chose Not To Use Archive Warnings,6455,2022-04-18T11:26:22,2020-12-01,16
36884182,18,"glamour, glitter, glory","a LITTTTLLEEEEE bit of, kim seokjin is jeon jungkook's brother, arranged to marry seokjin/yoongi, or was it commander, first time writing abo pls forgive me if it doesn't make sense, Alpha Jeon Jungkook, AT social studies in earlier tag, and War, King Taehyung, General Min Yoongi, Crown Prince Jungkook, One-Sided Jeon Jungkook/Min Yoongi | Suga, like immaturity, ig, not historically accurate, thank you, basically i'm shit as social studies pls leave me alone, Idk whatever, jungkook has kinda issues, non- traditional alpha/beta/omega dynamics, Misunderstandings, Jungkook Is a Little Shit, Angst, they just start on the wrong footing, king yoongi, daegu king taehyung, inspired by amrapali, Dancer Jimin, taehyung is harsh bro where is the soulmate energy, Alpha/Beta/Omega Dynamics, jungkook and yoongi if you squi, court dancer jimin, Enemies to Lovers, i forgot the important ones:/, not even geographically accurate, Commander Kim Seokjin, there is war going on guys, jungkook has trouble controlling his scent, Omega Park Jimin, no actually it's right there lmao",40,M/M,Teen And Up Audiences,Graphic Depictions Of Violence,8599,2022-09-08T22:55:26,2022-02-04,7
13338237,30,language,"Character Study, EYSSS, I hope, metaphors live in and throughout this fic, Canon Compliant, as in Newt written right, Friends to Lovers, eyes like EYES, Eyes",9,F/M,General Audiences,No Archive Warnings Apply,644,2022-02-02T06:30:12,2018-01-11,49
13444785,480,Love in a Different World.,"Post-Traumatic Stress Disorder - PTSD, Friends to Lovers, Mental Breakdown, Break Up",4,F/M,Teen And Up Audiences,No Archive Warnings Apply,28033,2022-02-02T18:54:41,2018-01-22,49
13850004,357,The Lake,"Eventual Smut, Frottage, Smut, Friends to Lovers, Fluff, wolfstar, Marauders' Era, Marauders Friendship, NSFW, First Kiss, Explicit Sexual Content",11,M/M,Explicit,No Archive Warnings Apply,4775,2022-02-03T21:33:14,2018-03-02,47
27716843,26,This tiny miracle,"Domestic, Alpha/Beta/Omega Dynamics, Fluff, Eventual Romance, Omegaverse",5,M/M,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,8256,2022-09-03T13:09:22,2020-11-25,22
13250505,1110,Rings that Connect Us,"Secrets, Soulmates, Book 6: Harry Potter and the Half-Blood Prince, Surprise Kissing, Bathing/Washing, Post-Wedding, Pining, Wedding Rings, Love Confessions, Water Fight, Gryffindor Ring, Bathrooms, bathing together, Married Couple, Happy, True Love, Suggestive Themes, Slytherin Ring, Husbands, Rings, Bathtubs, Secret Marriage, Bubble Bath, Rough Kissing, rendezvous, Domestic, So Married, Slytherin, After School - Freeform, Married Life, Enemies to Lovers, Teasing, Good Draco Malfoy, Secret Relationship, Gryffindor, Drarry, matching rings, Domestic Fluff, Romantic Fluff, secret meeting, Hogwarts Sixth Year, Happy Ending, No Drama, Flirting, Same-Sex Marriage, wizard husbands",46,M/M,Mature,Creator Chose Not To Use Archive Warnings,1091,2022-02-03T04:06:22,2018-01-03,49
10350147,371,The Fine Art of Bullshit,"Angst, Wandless Magic, Everyone lives until the author decides they don't, Pining Harry Potter, Lucius Malfoy's A+ Parenting, Author is sleep deprived too, Implied/Referenced Child Abuse, Romance, Hermione takes shit from no one, fangirl dumbledore, Pining Draco Malfoy, Fluff and Humor, first two chapters are just fluff...real story starts after that, Enemies to Lovers, Sleep deprived Draco, Bullying",16,F/F,Mature,Graphic Depictions Of Violence,28341,2022-08-24T03:07:08,2018-01-03,55
13523661,8,Four Lettter Word,"Enemies to Lovers, Poetry, Enemies to Friends to Lovers",3,M/M,General Audiences,No Archive Warnings Apply,207,2022-02-01T12:54:25,2018-01-30,49
14152296,143,This Fool That You Have Made Me,"The Last of the Shadow Puppets, Pining, Light Angst, Songfic, Hogwarts Seventh Year, Marauders era, Head Boy, Canon Compliant, Fluff, Friends to Lovers, Head Girl",11,F/M,Not Rated,Creator Chose Not To Use Archive Warnings,2117,2022-02-02T18:15:42,2018-03-30,47
14141997,96,I'm In Love With You,"Bad Flirting, Epic Friendship, Minor Sirius Black/Remus Lupin, Excessive Drinking, Implied/Referenced Underage Drinking, Marauders Friendship, Crack, Hangover, Wordcount: 100-500, Based on a Tumblr Post, Crack Treated Seriously, Friendship, Inspired by Tumblr, Marauders' Era, Awkward Flirting, Drunken Confessions, Drunken Flirting, Friendship/Love, Underage Drinking, Drunkenness, Marauders, Humor, Friends to Lovers, Male Friendship, Established Sirius Black/Remus Lupin, Childhood Friends, Drinking, Flirting, Romantic Friendship, Drunken Shenanigans, Best Friends",31,M/M,General Audiences,No Archive Warnings Apply,122,2022-02-02T00:54:58,2018-04-01,46
14261553,93,Efflorescence,"Soulmates, Post-Deathly Hallows AU, Post-Deathly Hallows, Fondling, Alternate Universe - Soulmates, Redemption, Forgiveness, Alternate Universe, Good Dudley Dursley, Eventual Romance, Dudley Dursley Has a Magical Child, Alternate Universe - Modern Setting, Redeemed Dudley Dursley, Alternate Universe - Canon Divergence, Friends to Lovers, First Kiss, Acceptance, Dry Humping, Work In Progress, Romance, Best Friends",21,F/M,Explicit,Creator Chose Not To Use Archive Warnings,19193,2022-08-22T08:45:39,2018-04-09,52
14367660,1508,Drenched,"Pining, Teasing, Hogwarts Eighth Year, Hand Jobs, Friendship, HP: EWE, Porn with Feelings, Frottage, bulletin boards, Boys Kissing, Getting Together, Flirting, Shower Sex, Friends to Lovers, Oral Sex, Explicit Sexual Content",16,M/M,Explicit,No Archive Warnings Apply,5042,2022-02-03T00:03:52,2018-04-19,46
14689344,19,The Bet,"Slow Burn, Mutual Pining, Marauders' Era, Friends to Lovers, jily",5,F/M,Teen And Up Audiences,Creator Chose Not To Use Archive Warnings,1221,2022-08-29T01:19:28,2018-05-17,51
14707866,77,Tastes like Pudding,"Love Confessions, Jealousy, Friends to Lovers",3,F/M,Teen And Up Audiences,No Archive Warnings Apply,2747,2022-02-04T05:59:01,2018-05-20,45
15313362,1104,Gimme S’more (of Your Love),"Pining, Demisexual Albus Severus Potter, Friendship, Beach Holidays, Harry Potter Next Generation, Frottage, Coming Out, Boys Kissing, misplaced pining, Crushes, POV Scorpius Malfoy, Friends to Lovers, Gay Scorpius Malfoy, Love Confessions, Accidental Voyeurism, Beach House",16,M/M,Mature,No Archive Warnings Apply,12957,2022-02-09T22:04:23,2018-07-16,43
15333771,712,Wyvern Brooms,"Romance, Fluff, Brooms, Friends to Lovers",4,M/M,Teen And Up Audiences,No Archive Warnings Apply,2278,2022-02-11T06:23:34,2018-07-18,43
15827631,61,You Belong With Him,"PoC Harry, Memories, Matchmaking, Drarry, POV Draco Malfoy, Flashbacks, Pensieves, don't need to have seen the film to understand, POC Hermione, bilingual Potters, kuch kuch hot hai (bollywood) au, Getting Together, bilingual Harry, Friends to Lovers, POV Scorpius Malfoy, Everyone is at least a little bicurious, Everyone Is Gay",17,Multi,Mature,Major Character Death,12242,2022-09-02T08:18:23,2018-08-28,49
